タイトル,ふりがな,分類,現市町村,伝承地,キーワード,話者,採集者,引用,著者,論文名,著者・編者,文献名,出版社,和暦,西暦,リンク,県図書,デジコレ,備考
ウリ子ひめ,,,,西都市島内村,,安藤四万蔵,比江島重孝,,比江島重孝,日向こども民話30,第30回(1969.2.1.,宮崎日日新聞、昭和44年2月1日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
金のわの大蛇,,,,西都市島内村,,田中正一,比江島重孝,,比江島重孝,日向こども民話31,第31回(1969.2.10.),宮崎日日新聞、昭和44年2月10日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
炭やき小五郎,,,,佐土原町平小牧,,永野伊作,比江島重孝,,比江島重孝,日向こども民話32,第32回(1969.2.15.),宮崎日日新聞、昭和44年2月15日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
ぼんぼら茶,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話33,第33回(1968.2.24.),宮崎日日新聞、昭和44年2月24日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
狩人の話,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話34,第34回(1969.3.2.),宮崎日日新聞、昭和44年3月2日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
おなめの牛,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話35,第35回(1969.3.8.),宮崎日日新聞、昭和44年3月8日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
大きなハラの虫,,,,佐土原町平小牧,,永野伊作,比江島重孝,,比江島重孝,日向こども民話36,第36回(1969.3.15.)★,宮崎日日新聞、昭和44年3月15日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
七ばけ八ばけ,,,,佐土原町平小牧,,永野伊作,比江島重孝,,比江島重孝,日向こども民話37,第37回(1969.3.23.)★,宮崎日日新聞、昭和44年3月23日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
ふろたき五郎,,,,西都市杉安,,緒方正三郎,比江島重孝,,比江島重孝,日向こども民話38,第38回(1969.3.28.),宮崎日日新聞、昭和44年3月28日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
朝ねん福の神,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話39,第39回(1969.4.7.),宮崎日日新聞、昭和44年4月7日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
２度栗,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話40,第40回(1969.4.13.),宮崎日日新聞、昭和44年4月13日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
よくのクマダカ,,,,佐土原町平小牧,,永野伊作,比江島重孝,,比江島重孝,日向こども民話41,第41回(1969.4.21.)★,宮崎日日新聞、昭和44年4月21日,宮崎日日新聞,昭和44年,1969,,,,絵：川越弥録
ハンぱっぱ,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話42,第42回(1969.5.4.),宮崎日日新聞、昭和44年5月4日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ひらくびのタヌキ,,,,西都市山城,,恒松虎光,比江島重孝,,比江島重孝,日向こども民話43,第43回(1969.5.18.),宮崎日日新聞、昭和44年5月18日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
白坂のおユキ,,,,西都市山城,,恒松虎光,比江島重孝,,比江島重孝,日向こども民話44,第44回(1969.5.26.),宮崎日日新聞、昭和44年5月26日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
火のくるま,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話45,第45回(1969.6.2.),宮崎日日新聞、昭和44年6月2日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
すね子太郎,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話46,第46回(1969.6.9.),宮崎日日新聞、昭和44年6月9日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ゆりわか大臣,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話47,第47回(1969.6.15.),宮崎日日新聞、昭和44年6月15日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
はげねばいいが,,,,佐土原町平小牧,,永野伊作,比江島重孝,,比江島重孝,日向こども民話48,第48回(1969.6.22.)★,宮崎日日新聞、昭和44年6月22日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
サルどんカニどん,,,,西都市穂北串木,,図師元見,比江島重孝,,比江島重孝,日向こども民話49,第49回(1969.7.21.),宮崎日日新聞、昭和44年7月21日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
およしのハカ,,,,西都市南方、椿原,,黒木三十三,比江島重孝,,比江島重孝,日向こども民話50,第50回(1969.8.4.),宮崎日日新聞、昭和44年8月4日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
くわずのイモ,,,,西都市島内村,,田中正一,比江島重孝,,比江島重孝,日向こども民話51,第51回(1969.8.25.),宮崎日日新聞、昭和44年8月25日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ちんちくりん,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話52,第52回(1969.9.8.),宮崎日日新聞、昭和44年9月8日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
伊谷のタヌキ,,,,西都市島内村,,田中正一,比江島重孝,,比江島重孝,日向こども民話53,第53回(1969.9.13.),宮崎日日新聞、昭和44年9月13日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
モズとホトトギス,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話54,第54回(1969.9.22.),宮崎日日新聞、昭和44年9月22日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
おくり,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話55,第55回(1969.10.5.),宮崎日日新聞、昭和44年10月5日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ながいわらじ,,,,西都市穂北串木,,新名常吉,比江島重孝,,比江島重孝,日向こども民話56,第56回(1969.10.13.),宮崎日日新聞、昭和44年10月13日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ビキやらギメやら,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話57,第57回(1969.10.19.),宮崎日日新聞、昭和44年10月19日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
タライ,,,,西都市尾八重打越,,中武清太郎,比江島重孝,,比江島重孝,日向こども民話58,第58回(1969.11.2.),宮崎日日新聞、昭和44年11月2日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
じい、おるか,,,,佐土原町広瀬平小牧,,永野伊作,比江島重孝,,比江島重孝,日向こども民話59,第59回(1969.11.9.)★,宮崎日日新聞、昭和44年11月9日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
だんご、やれまで,,,,佐土原町広瀬平小牧,,永野伊作,比江島重孝,,比江島重孝,日向こども民話60,第60回(1969.11.16.)★,宮崎日日新聞、昭和44年11月16日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
とっちんからりん,,,,宮崎市吉村町上西十,,野中三郎,比江島重孝,,比江島重孝,日向こども民話61,第61回(1969.11.23.)★,宮崎日日新聞、昭和44年11月23日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
金のなる木,,,,宮崎市吉村町上西十,,野中三郎,比江島重孝,,比江島重孝,日向こども民話62,第62回(1969.11.30.)★,宮崎日日新聞、昭和44年11月30日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ワクドの恩がえし,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話63,第63回(1969.12.7.),宮崎日日新聞、昭和44年12月7日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
犬はなせ目をさます,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話64,第64回(1969.12.14.),宮崎日日新聞、昭和44年12月14日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
人マネすんな,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話65,第65回(1969.12.21.),宮崎日日新聞、昭和44年12月21日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
カラのす,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話66,第66回(1969.12.28.),宮崎日日新聞、昭和44年12月28日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
地蔵とばあさん,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話67,第67回(1970.1.11.).pdf,宮崎日日新聞、昭和45年1月11日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
死んでおわびせにゃ,,,,西都市杉安,,緒方正三郎,比江島重孝,,比江島重孝,日向こども民話68,第68回(1970.1.18.).pdf,宮崎日日新聞、昭和45年1月18日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
無言ぐら,,,,西都市清水,,松浦久義,比江島重孝,,比江島重孝,日向こども民話69,第69回(1970.1.25.).pdf,宮崎日日新聞、昭和45年1月25日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ヤスリ,,,,西都市穂北串木,,新名常吉,比江島重孝,,比江島重孝,日向こども民話70,第70回(1970.2.1.).pdf,宮崎日日新聞、昭和45年2月1日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
土が入ったら,,,,西都市穂北串木,,新名常吉,比江島重孝,,比江島重孝,日向こども民話71,第71回(1970.2.8.).pdf,宮崎日日新聞、昭和45年2月8日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ミミズは土食よ,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話72,第72回(1970.2.15.).pdf,宮崎日日新聞、昭和45年2月15日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
百年　年ぷ,,,,佐土原町広瀬平小牧,,永野伊作,比江島重孝,,比江島重孝,日向こども民話73,第73回(1970.2.22.)★.pdf,宮崎日日新聞、昭和45年2月22日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
しばりまくら,,,,佐土原町広瀬平小牧,,永野伊作,比江島重孝,,比江島重孝,日向こども民話74,第74回(1970.3.1.)★.pdf,宮崎日日新聞、昭和45年3月1日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
べろだしほんぞん,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話75,第75回(1970.3.8.).pdf,宮崎日日新聞、昭和45年3月8日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ふくろどん,,,,佐土原町広瀬平小牧,,永野伊作,比江島重孝,,比江島重孝,日向こども民話76,第76回(1970.3.15.)★.pdf,宮崎日日新聞、昭和45年3月15日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
いなかもん,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話77,第77回(1970.3.22.).pdf,宮崎日日新聞、昭和45年3月22日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
はらワン,,,宮崎市,清武町南加納,,石山吉五郎,比江島重孝,,比江島重孝,日向こども民話78,第78回(1970.3.29.)★.pdf,宮崎日日新聞、昭和45年3月29日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
じゅう箱ばば,,,,宮崎市吉村町,,押川通顕,比江島重孝,,比江島重孝,日向こども民話79,第79回(1970.4.5.)★.pdf,宮崎日日新聞、昭和45年4月5日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
サバ大師,,,,宮崎市吉村町,,石川ウタ,比江島重孝,,比江島重孝,日向こども民話80,第80回(1970.4.12.)★.pdf,宮崎日日新聞、昭和45年4月12日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ふしぎなカマス,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話81,第81回(1970.4.19.).pdf,宮崎日日新聞、昭和45年4月19日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
千石船のユメ,,,,宮崎市小戸町,,益田栄蔵,比江島重孝,,比江島重孝,日向こども民話82,第82回(1970.4.26.)★.pdf,宮崎日日新聞、昭和45年4月26日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
これはなんどり,,,,佐土原町広瀬新町,,遠藤才次郎,比江島重孝,,比江島重孝,日向こども民話83,第83回(1970.5.3.)★.pdf,宮崎日日新聞、昭和45年5月3日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
きつねのごてん,,,,佐土原町広瀬新町,,遠藤才次郎,比江島重孝,,比江島重孝,日向こども民話84,第84回(1970.5.10.)★.pdf,宮崎日日新聞、昭和45年5月10日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
バカな男,,,,佐土原町広瀬新町,,遠藤才次郎,比江島重孝,,比江島重孝,日向こども民話85,第85回(1970.5.17.)★.pdf,宮崎日日新聞、昭和45年5月17日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
二五じゅう,,,,佐土原町広瀬新町,,遠藤才次郎,比江島重孝,,比江島重孝,日向こども民話86,第86回(1970.5.24.)★.pdf,宮崎日日新聞、昭和45年5月24日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ほうきのかみ,,,,佐土原町広瀬新町,,遠藤才次郎,比江島重孝,,比江島重孝,日向こども民話87,第87回(1970.5.31.)★.pdf,宮崎日日新聞、昭和45年5月31日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ふくれん坊,,,,佐土原町広瀬新町,,遠藤才次郎,比江島重孝,,比江島重孝,日向こども民話88,第88回(1970.6.7.)★.pdf,宮崎日日新聞、昭和45年6月7日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
トンカトンカ,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話89,第89回(1970.6.14.).pdf,宮崎日日新聞、昭和45年6月14日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
水神さま,,,,西都市穂北東原,,長友宗義,比江島重孝,,比江島重孝,日向こども民話90,第90回(1970.6.21.).pdf,宮崎日日新聞、昭和45年6月21日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
出会いの峠,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話91,第91回(1970.6.28.).pdf,宮崎日日新聞、昭和45年6月28日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
灰坊太郎,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話92,第92回(1970.7.5.).pdf,宮崎日日新聞、昭和45年7月5日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ごんべえのタネまき,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話93,第93回(1970.7.12.).pdf,宮崎日日新聞、昭和45年7月12日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
弥太郎ぎつね,,,,宮崎市吉村町上西十,,野中三郎,比江島重孝,,比江島重孝,日向こども民話94,第94回(1970.7.26.)★.pdf,宮崎日日新聞、昭和45年7月26日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
徳利ぬけ,,,,西都市石貫,,横川首,比江島重孝,,比江島重孝,日向こども民話95,第95回(1970.8.2.).pdf,宮崎日日新聞、昭和45年8月2日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
鬼の岩屋,,,,西都市石貫,,横川首,比江島重孝,,比江島重孝,日向こども民話96,第96回(1970.8.9.).pdf,宮崎日日新聞、昭和45年8月9日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
千代の松竹,,,,西都市穂北囲,,西原ハツ,比江島重孝,,比江島重孝,日向こども民話97,第97回(1970.8.16.).pdf,宮崎日日新聞、昭和45年8月16日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
ひょいとこせ,,,,佐土原町広瀬新町,,遠藤才次郎,比江島重孝,,比江島重孝,日向こども民話98,第98回(1970.8.23.)★.pdf,宮崎日日新聞、昭和45年8月23日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
茶のみ,,,,西米良村村所,,佐藤清一,比江島重孝,,比江島重孝,日向こども民話99,第99回(1970.8.30.).pdf,宮崎日日新聞、昭和45年8月30日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
田はあるぞ,,,,西米良村村所,,佐藤清一,比江島重孝,,比江島重孝,日向こども民話100,第100回(1970.9.6.).pdf,宮崎日日新聞、昭和45年9月6日,宮崎日日新聞,昭和43年,1968,,,,絵：川越弥録
